Unnamed: 0,x,y,value
111,1,95,0.0
112,1,94,0.0
113,1,93,0.0
114,1,92,0.0
115,1,91,0.0
116,1,90,0.0
117,1,89,0.0
118,1,88,0.0
119,1,87,0.0
120,1,86,0.0
121,1,85,0.0
122,1,84,0.0
123,1,83,0.0
124,1,82,0.0
125,1,81,0.0
126,1,80,0.0
127,1,79,0.0
128,1,78,0.0
129,1,77,0.0
130,1,76,0.0
131,1,75,0.0
132,1,74,0.0
133,1,73,0.0
134,1,72,0.0
135,1,71,0.0
136,1,70,0.0
137,1,69,0.0
138,1,68,0.0
139,1,67,0.0
140,1,66,0.0
141,1,65,0.0
142,1,64,0.0
143,1,63,0.0
144,1,62,0.0
145,1,61,0.0
146,1,60,0.0
147,1,59,0.0
148,1,58,0.0
149,1,57,0.0
150,1,56,0.0
151,1,55,0.0
152,1,54,0.0
153,1,53,0.0
154,1,52,0.0
155,1,51,0.0
156,1,50,0.0
157,1,49,0.0
158,1,48,0.0
159,1,47,0.0
160,1,46,0.0
161,1,45,0.0
162,1,44,0.0
163,1,43,0.0
164,1,42,0.0
165,1,41,0.0
166,1,40,0.0
167,1,39,0.0
168,1,38,0.0
169,1,37,0.0
170,1,36,0.0
171,1,35,0.0
172,1,34,0.0
173,1,33,0.0
174,1,32,0.0
175,1,31,0.0
176,1,30,0.0
177,1,29,0.0
178,1,28,0.0
179,1,27,0.0
180,1,26,0.0
181,1,25,0.0
182,1,24,0.0
183,1,23,0.0
184,1,22,0.0
185,1,21,0.0
186,1,20,0.0
187,1,19,0.0
188,1,18,0.0
189,1,17,0.0
190,1,16,0.0
191,1,15,0.0
192,1,14,0.0
193,1,13,0.0
194,1,12,0.0
195,1,11,0.0
196,1,10,0.0
197,1,9,0.0
198,1,8,0.0
199,1,7,0.0
200,1,6,0.0
201,1,5,0.0
202,1,4,0.0
203,1,3,0.0
204,1,2,0.0
205,1,1,0.0
206,2,205,0.0
207,2,204,0.0
208,2,203,0.0
209,2,202,0.0
210,2,201,0.0
211,2,200,0.0
212,2,199,0.0
213,2,198,0.0
214,2,197,0.0
215,2,196,0.0
216,2,195,0.0
217,2,194,0.0
218,2,193,0.0
219,2,192,0.0
220,2,191,0.0
221,2,190,0.0
222,2,189,0.0
223,2,188,0.0
224,2,187,0.0
225,2,186,0.0
226,2,185,0.0
227,2,184,0.0
228,2,183,0.0
229,2,182,0.0
230,2,181,0.0
231,2,180,0.0
232,2,179,0.0
233,2,178,0.0
234,2,177,0.0
235,2,176,0.0
236,2,175,0.0
237,2,174,0.0
238,2,173,0.0
239,2,172,0.0
240,2,171,0.0
241,2,170,0.0
242,2,169,0.0
243,2,168,0.0
244,2,167,0.0
245,2,166,0.0
246,2,165,0.0
247,2,164,0.0
248,2,163,0.0
249,2,162,0.0
250,2,161,0.0
251,2,160,0.0
252,2,159,0.0
253,2,158,0.0
254,2,157,0.0
255,2,156,0.0
256,2,155,0.0
257,2,154,0.0
258,2,153,0.0
259,2,152,0.0
260,2,151,0.0
261,2,150,0.0
262,2,149,0.0
263,2,148,0.0
264,2,147,0.0
265,2,146,0.0
266,2,145,0.0
267,2,144,0.0
268,2,143,0.0
269,2,142,0.0
270,2,141,0.0
271,2,140,0.0
272,2,139,0.0
273,2,138,0.0
274,2,137,0.0
275,2,136,0.0
276,2,135,0.0
277,2,134,0.0
278,2,133,0.0
279,2,132,0.0
280,2,131,0.0
281,2,130,0.0
282,2,129,0.0
283,2,128,0.0
284,2,127,0.0
285,2,126,0.0
286,2,125,0.0
287,2,124,0.0
288,2,123,0.0
289,2,122,0.0
290,2,121,0.0
291,2,120,0.0
292,2,119,0.0
293,2,118,0.0
294,2,117,0.0
295,2,116,0.0
296,2,115,0.0
297,2,114,0.0
298,2,113,0.0
299,2,112,0.0
300,2,111,0.0
301,2,110,0.0
302,2,109,0.0
303,2,108,0.0
304,2,107,0.0
305,2,106,0.0
306,2,105,0.0
307,2,104,0.0
308,2,103,0.0
309,2,102,0.0
310,2,101,0.0
311,2,100,0.0
312,2,99,0.0
313,2,98,0.0
314,2,97,0.0
315,2,96,0.0
316,2,95,0.0
317,2,94,0.0
318,2,93,0.0
319,2,92,0.0
320,2,91,0.0
321,2,90,0.0
322,2,89,0.0
323,2,88,0.0
324,2,87,0.0
325,2,86,0.0
326,2,85,0.0
327,2,84,0.0
328,2,83,0.0
329,2,82,0.0
330,2,81,0.0
331,2,80,0.0
332,2,79,0.0
333,2,78,0.0
334,2,77,0.0
335,2,76,0.0
336,2,75,0.0
337,2,74,0.0
338,2,73,0.0
339,2,72,0.0
340,2,71,0.0
341,2,70,0.0
342,2,69,0.0
343,2,68,0.0
344,2,67,0.0
345,2,66,0.0
346,2,65,0.0
347,2,64,0.0
348,2,63,0.0
349,2,62,0.0
350,2,61,0.0
351,2,60,0.0
352,2,59,0.0
353,2,58,0.0
354,2,57,0.0
355,2,56,0.0
356,2,55,0.0
357,2,54,0.0
358,2,53,0.0
359,2,52,0.0
360,2,51,0.0
361,2,50,0.0
362,2,49,0.0
363,2,48,0.0
364,2,47,0.0
365,2,46,0.0
366,2,45,0.0
367,2,44,0.0
368,2,43,0.0
369,2,42,0.0
370,2,41,0.0
371,2,40,0.0
372,2,39,0.0
373,2,38,0.0
374,2,37,0.0
375,2,36,0.0
376,2,35,0.0
377,2,34,0.0
378,2,33,0.0
379,2,32,0.0
380,2,31,0.0
381,2,30,0.0
382,2,29,0.0
383,2,28,0.0
384,2,27,0.0
385,2,26,0.0
386,2,25,0.0
387,2,24,0.0
388,2,23,0.0
389,2,22,0.0
390,2,21,0.0
391,2,20,0.0
392,2,19,0.0
393,2,18,0.0
394,2,17,0.0
395,2,16,0.0
396,2,15,0.0
397,2,14,0.0
398,2,13,0.0
399,2,12,0.0
400,2,11,0.0
401,2,10,0.0
402,2,9,0.0
403,2,8,0.0
404,2,7,0.0
405,2,6,0.0
406,2,5,0.0
407,2,4,0.0
408,2,3,0.0
409,2,2,0.0
410,2,1,0.0
411,3,205,0.0
412,3,204,0.0
413,3,203,0.0
414,3,202,0.0
415,3,201,0.0
416,3,200,0.0
417,3,199,0.0
418,3,198,0.0
419,3,197,0.0
420,3,196,0.0
421,3,195,0.0
422,3,194,0.0
423,3,193,0.0
424,3,192,0.0
425,3,191,0.0
426,3,190,0.0
427,3,189,0.0
428,3,188,0.0
429,3,187,0.0
430,3,186,0.0
431,3,185,0.0
432,3,184,0.0
433,3,183,0.0
434,3,182,0.0
435,3,181,0.0
436,3,180,0.0
437,3,179,0.0
438,3,178,0.0
439,3,177,0.0
440,3,176,0.0
441,3,175,0.0
442,3,174,0.0
443,3,173,0.0
444,3,172,0.0
445,3,171,0.0
446,3,170,0.0
447,3,169,0.0
448,3,168,0.0
449,3,167,0.0
450,3,166,0.0
451,3,165,0.0
452,3,164,0.0
453,3,163,0.0
454,3,162,0.0
455,3,161,0.0
456,3,160,0.0
457,3,159,0.0
458,3,158,0.0
459,3,157,0.0
460,3,156,0.0
461,3,155,0.0
462,3,154,0.0
463,3,153,0.0
464,3,152,0.0
465,3,151,0.0
466,3,150,0.0
467,3,149,0.0
468,3,148,0.0
469,3,147,0.0
470,3,146,0.0
471,3,145,0.0
472,3,144,0.0
473,3,143,0.0
474,3,142,0.0
475,3,141,0.0
476,3,140,0.0
477,3,139,0.0
478,3,138,0.0
479,3,137,0.0
480,3,136,0.0
481,3,135,0.0
482,3,134,0.0
483,3,133,0.0
484,3,132,0.0
485,3,131,0.0
486,3,130,0.0
487,3,129,0.0
488,3,128,0.0
489,3,127,0.0
490,3,126,0.0
491,3,125,0.0
492,3,124,0.0
493,3,123,0.0
494,3,122,0.0
495,3,121,0.0
496,3,120,0.0
497,3,119,0.0
498,3,118,0.0
499,3,117,0.0
500,3,116,0.0
501,3,115,0.0
502,3,114,0.0
503,3,113,0.0
504,3,112,0.0
505,3,111,0.0
506,3,110,0.0
507,3,109,0.0
508,3,108,0.0
509,3,107,0.0
510,3,106,0.0
511,3,105,0.0
512,3,104,0.0
513,3,103,0.0
514,3,102,0.0
515,3,101,0.0
516,3,100,0.0
517,3,99,0.0
518,3,98,0.0
519,3,97,0.0
520,3,96,0.0
521,3,95,0.0
522,3,94,0.0
523,3,93,0.0
524,3,92,0.0
525,3,91,0.0
526,3,90,0.0
527,3,89,0.0
528,3,88,0.0
529,3,87,0.0
530,3,86,0.0
531,3,85,0.0
532,3,84,0.0
533,3,83,0.0
534,3,82,0.0
535,3,81,0.0
536,3,80,0.0
537,3,79,0.0
538,3,78,0.0
539,3,77,0.0
540,3,76,0.0
541,3,75,0.0
542,3,74,0.0
543,3,73,0.0
544,3,72,0.0
545,3,71,0.0
546,3,70,0.0
547,3,69,0.0
548,3,68,0.0
549,3,67,0.0
550,3,66,0.0
551,3,65,0.0
552,3,64,0.0
553,3,63,0.0
554,3,62,0.0
555,3,61,0.0
556,3,60,0.0
557,3,59,0.0
558,3,58,0.0
559,3,57,0.0
560,3,56,0.0
561,3,55,0.0
562,3,54,0.0
563,3,53,0.0
564,3,52,0.0
565,3,51,0.0
566,3,50,0.0
567,3,49,0.0
568,3,48,0.0
569,3,47,0.0
570,3,46,0.0
571,3,45,0.0
572,3,44,0.0
573,3,43,0.0
574,3,42,0.0
575,3,41,0.0
576,3,40,0.0
577,3,39,0.0
578,3,38,0.0
579,3,37,0.0
580,3,36,0.0
581,3,35,0.0
582,3,34,0.0
583,3,33,0.0
584,3,32,0.0
585,3,31,0.0
586,3,30,0.0
587,3,29,0.0
588,3,28,0.0
589,3,27,0.0
590,3,26,0.0
591,3,25,0.0
592,3,24,0.0
593,3,23,0.0
594,3,22,0.0
595,3,21,0.0
596,3,20,0.0
597,3,19,0.0
598,3,18,0.0
599,3,17,0.0
600,3,16,0.0
601,3,15,0.0
602,3,14,0.0
603,3,13,0.0
604,3,12,0.0
605,3,11,0.0
606,3,10,0.0
607,3,9,0.0
608,3,8,0.0
609,3,7,0.0
610,3,6,0.0
611,3,5,0.0
612,3,4,0.0
613,3,3,0.0
614,3,2,0.0
615,3,1,0.0
616,4,205,0.0
617,4,204,0.0
618,4,203,0.0
619,4,202,0.0
620,4,201,0.0
621,4,200,0.0
622,4,199,0.0
623,4,198,0.0
624,4,197,0.0
625,4,196,0.0
626,4,195,0.0
627,4,194,0.0
628,4,193,0.0
629,4,192,0.0
630,4,191,0.0
631,4,190,0.0
632,4,189,0.0
633,4,188,0.0
634,4,187,0.0
635,4,186,0.0
636,4,185,0.0
637,4,184,0.0
638,4,183,0.0
639,4,182,0.0
640,4,181,0.0
641,4,180,0.0
642,4,179,0.0
643,4,178,0.0
644,4,177,0.0
645,4,176,0.0
646,4,175,0.0
647,4,174,0.0
648,4,173,0.0
649,4,172,0.0
650,4,171,0.0
651,4,170,0.0
652,4,169,0.0
653,4,168,0.0
654,4,167,0.0
655,4,166,0.0
656,4,165,0.0
657,4,164,0.0
658,4,163,0.0
659,4,162,0.0
660,4,161,0.0
661,4,160,0.0
662,4,159,0.0
663,4,158,0.0
664,4,157,0.0
665,4,156,0.0
666,4,155,0.0
667,4,154,0.0
668,4,153,0.0
669,4,152,0.0
670,4,151,0.0
671,4,150,0.0
672,4,149,0.0
673,4,148,0.0
674,4,147,0.0
675,4,146,0.0
676,4,145,0.0
677,4,144,0.0
678,4,143,0.0
679,4,142,0.0
680,4,141,0.0
681,4,140,0.0
682,4,139,0.0
683,4,138,0.0
684,4,137,0.0
685,4,136,0.0
686,4,135,0.0
687,4,134,0.0
688,4,133,0.0
689,4,132,0.0
690,4,131,0.0
691,4,130,0.0
692,4,129,0.0
693,4,128,0.0
694,4,127,0.0
695,4,126,0.0
696,4,125,0.0
697,4,124,0.0
698,4,123,0.0
699,4,122,0.0
700,4,121,0.0
701,4,120,0.0
702,4,119,0.0
703,4,118,0.0
704,4,117,0.0
705,4,116,0.0
706,4,115,0.0
707,4,114,0.0
708,4,113,0.0
709,4,112,0.0
710,4,111,0.0
711,4,110,0.0
712,4,109,0.0
713,4,108,0.0
714,4,107,0.0
715,4,106,0.0
716,4,105,0.0
717,4,104,0.0
718,4,103,0.0
719,4,102,0.0
720,4,101,0.0
721,4,100,0.0
722,4,99,0.0
723,4,98,0.0
724,4,97,0.0
725,4,96,0.0
726,4,95,0.0
727,4,94,0.0
728,4,93,0.0
729,4,92,0.0
730,4,91,0.0
731,4,90,0.0
732,4,89,0.0
733,4,88,0.0
734,4,87,0.0
735,4,86,0.0
736,4,85,0.0
737,4,84,0.0
738,4,83,0.0
739,4,82,0.0
740,4,81,0.0
741,4,80,0.0
742,4,79,0.0
743,4,78,0.0
744,4,77,0.0
745,4,76,0.0
746,4,75,0.0
747,4,74,0.0
748,4,73,0.0
749,4,72,0.0
750,4,71,0.0
751,4,70,0.0
752,4,69,0.0
753,4,68,0.0
754,4,67,0.0
755,4,66,0.0
756,4,65,0.0
757,4,64,0.0
758,4,63,0.0
759,4,62,0.0
760,4,61,0.0
761,4,60,0.0
762,4,59,0.0
763,4,58,0.0
764,4,57,0.0
765,4,56,0.0
766,4,55,0.0
767,4,54,0.0
768,4,53,0.0
769,4,52,0.0
770,4,51,0.0
771,4,50,0.0
772,4,49,0.0
773,4,48,0.0
774,4,47,0.0
775,4,46,0.0
776,4,45,0.0
777,4,44,0.0
778,4,43,0.0
779,4,42,0.0
780,4,41,0.0
781,4,40,0.0
782,4,39,0.0
783,4,38,0.0
784,4,37,0.0
785,4,36,0.0
786,4,35,0.0
787,4,34,0.0
788,4,33,0.0
789,4,32,0.0
790,4,31,0.0
791,4,30,0.0
792,4,29,0.0
793,4,28,0.0
794,4,27,0.0
795,4,26,0.0
796,4,25,0.0
797,4,24,0.0
798,4,23,0.0
799,4,22,0.0
800,4,21,0.0
801,4,20,0.0
802,4,19,0.0
803,4,18,0.0
804,4,17,0.0
805,4,16,0.0
806,4,15,0.0
807,4,14,0.0
808,4,13,0.0
809,4,12,0.0
810,4,11,0.0
811,4,10,0.0
812,4,9,0.0
813,4,8,0.0
814,4,7,0.0
815,4,6,0.0
816,4,5,0.0
817,4,4,0.0
818,4,3,0.0
819,4,2,0.0
820,4,1,0.0
821,5,205,0.0
822,5,204,0.0
823,5,203,0.0
824,5,202,0.0
825,5,201,0.0
826,5,200,0.0
827,5,199,0.0
828,5,198,0.0
829,5,197,0.0
830,5,196,0.0
831,5,195,0.0
832,5,194,0.0
833,5,193,0.0
834,5,192,0.0
835,5,191,0.0
836,5,190,0.0
837,5,189,0.0
838,5,188,0.0
839,5,187,0.0
840,5,186,0.0
841,5,185,0.0
842,5,184,0.0
843,5,183,0.0
844,5,182,0.0
845,5,181,0.0
846,5,180,0.0
847,5,179,0.0
848,5,178,0.0
849,5,177,0.0
850,5,176,0.0
851,5,175,0.0
852,5,174,0.0
853,5,173,0.0
854,5,172,0.0
855,5,171,0.0
856,5,170,0.0
857,5,169,0.0
858,5,168,0.0
859,5,167,0.0
860,5,166,0.0
861,5,165,0.0
862,5,164,0.0
863,5,163,0.0
864,5,162,0.0
865,5,161,0.0
866,5,160,0.0
867,5,159,0.0
868,5,158,0.0
869,5,157,0.0
870,5,156,0.0
871,5,155,0.0
872,5,154,0.0
873,5,153,0.0
874,5,152,0.0
875,5,151,0.0
876,5,150,0.0
877,5,149,0.0
878,5,148,0.0
879,5,147,0.0
880,5,146,0.0
881,5,145,0.0
882,5,144,0.0
883,5,143,0.0
884,5,142,0.0
885,5,141,0.0
886,5,140,0.0
887,5,139,0.0
888,5,138,0.0
889,5,137,0.0
890,5,136,0.0
891,5,135,0.0
892,5,134,0.0
893,5,133,0.0
894,5,132,0.0
895,5,131,0.0
896,5,130,0.0
897,5,129,0.0
898,5,128,0.0
899,5,127,0.0
900,5,126,0.0
901,5,125,0.0
902,5,124,0.0
903,5,123,0.0
904,5,122,0.0
905,5,121,0.0
906,5,120,0.0
907,5,119,0.0
908,5,118,0.0
909,5,117,0.0
910,5,116,0.0
911,5,115,0.0
912,5,114,0.0
913,5,113,0.0
914,5,112,0.0
915,5,111,0.0
916,5,110,0.0
917,5,109,0.0
918,5,108,0.0
919,5,107,0.0
920,5,106,0.0
921,5,105,0.0
922,5,104,0.0
923,5,103,0.0
924,5,102,0.0
925,5,101,0.0
926,5,100,0.0
927,5,99,0.0
928,5,98,0.0
929,5,97,0.0
930,5,96,0.0
931,5,95,0.0
932,5,94,0.0
933,5,93,0.0
934,5,92,0.0
935,5,91,0.0
936,5,90,0.0
937,5,89,0.0
938,5,88,0.0
939,5,87,0.0
940,5,86,0.0
941,5,85,0.0
942,5,84,0.0
943,5,83,0.0
944,5,82,0.0
945,5,81,0.0
946,5,80,0.0
947,5,79,0.0
948,5,78,0.0
949,5,77,0.0
950,5,76,0.0
951,5,75,0.0
952,5,74,0.0
953,5,73,0.0
954,5,72,0.0
955,5,71,0.0
956,5,70,0.0
957,5,69,0.0
958,5,68,0.0
959,5,67,0.0
960,5,66,0.0
961,5,65,0.0
962,5,64,0.0
963,5,63,0.0
964,5,62,0.0
965,5,61,0.0
966,5,60,0.0
967,5,59,0.0
968,5,58,0.0
969,5,57,0.0
970,5,56,0.0
971,5,55,0.0
972,5,54,0.0
973,5,53,0.0
974,5,52,0.0
975,5,51,0.0
976,5,50,0.0
977,5,49,0.0
978,5,48,0.0
979,5,47,0.0
980,5,46,0.0
981,5,45,0.0
982,5,44,0.0
983,5,43,0.0
984,5,42,0.0
985,5,41,0.0
986,5,40,0.0
987,5,39,0.3909891581427888
988,5,38,0.3909891581427888
989,5,37,0.3909891581427888
990,5,36,0.3909891581427888
991,5,35,0.3909891581427888
992,5,34,0.0
993,5,33,0.0
994,5,32,0.0
995,5,31,0.0
996,5,30,0.0
997,5,29,0.0
998,5,28,0.0
999,5,27,0.0
1000,5,26,0.0
1001,5,25,0.0
1002,5,24,0.0
1003,5,23,0.0
1004,5,22,0.0
1005,5,21,0.0
1006,5,20,0.0
1007,5,19,0.0
1008,5,18,0.0
1009,5,17,0.0
1010,5,16,0.0
1011,5,15,0.0
1012,5,14,0.0
1013,5,13,0.0
1014,5,12,0.0
1015,5,11,0.0
1016,5,10,0.0
1017,5,9,0.0
1018,5,8,0.0
1019,5,7,0.0
1020,5,6,0.0
1021,5,5,0.0
1022,5,4,0.0
1023,5,3,0.0
1024,5,2,0.0
1025,5,1,0.0
1026,6,205,0.0
1027,6,204,0.0
1028,6,203,0.0
1029,6,202,0.0
1030,6,201,0.0
1031,6,200,0.0
1032,6,199,0.0
1033,6,198,0.0
1034,6,197,0.0
1035,6,196,0.0
1036,6,195,0.0
1037,6,194,0.0
1038,6,193,0.0
1039,6,192,0.0
1040,6,191,0.0
1041,6,190,0.0
1042,6,189,0.0
1043,6,188,0.0
1044,6,187,0.0
1045,6,186,0.0
1046,6,185,0.0
1047,6,184,0.0
1048,6,183,0.0
1049,6,182,0.0
1050,6,181,0.0
1051,6,180,0.0
1052,6,179,0.0
1053,6,178,0.0
1054,6,177,0.0
1055,6,176,0.0
1056,6,175,0.0
1057,6,174,0.0
1058,6,173,0.0
1059,6,172,0.0
1060,6,171,0.0
1061,6,170,0.0
1062,6,169,0.0
1063,6,168,0.0
1064,6,167,0.0
1065,6,166,0.0
1066,6,165,0.0
1067,6,164,0.0
1068,6,163,0.0
1069,6,162,0.0
1070,6,161,0.0
1071,6,160,0.0
1072,6,159,0.0
1073,6,158,0.0
1074,6,157,0.0
1075,6,156,0.0
1076,6,155,0.0
1077,6,154,0.0
1078,6,153,0.0
1079,6,152,0.0
1080,6,151,0.0
1081,6,150,0.0
1082,6,149,0.0
1083,6,148,0.0
1084,6,147,0.0
1085,6,146,0.0
1086,6,145,0.0
1087,6,144,0.0
1088,6,143,0.0
1089,6,142,0.0
1090,6,141,0.0
1091,6,140,0.0
1092,6,139,0.0
1093,6,138,0.0
1094,6,137,0.0
1095,6,136,0.0
1096,6,135,0.0
1097,6,134,0.0
1098,6,133,0.0
1099,6,132,0.0
1100,6,131,0.0
1101,6,130,0.0
1102,6,129,0.0
1103,6,128,0.0
1104,6,127,0.0
1105,6,126,0.0
1106,6,125,0.0
1107,6,124,0.0
1108,6,123,0.0
1109,6,122,0.0
1110,6,121,0.0
1111,6,120,0.0
1112,6,119,0.0
1113,6,118,0.0
1114,6,117,0.0
1115,6,116,0.0
1116,6,115,0.0
1117,6,114,0.0
1118,6,113,0.0
1119,6,112,0.0
1120,6,111,0.0
1121,6,110,0.0
1122,6,109,0.0
1123,6,108,0.0
1124,6,107,0.0
1125,6,106,0.0
1126,6,105,0.0
1127,6,104,0.0
1128,6,103,0.0
1129,6,102,0.0
1130,6,101,0.0
1131,6,100,0.0
1132,6,99,0.0
1133,6,98,0.0
1134,6,97,0.0
1135,6,96,0.0
1136,6,95,0.0
1137,6,94,0.0
1138,6,93,0.0
1139,6,92,0.0
1140,6,91,0.0
1141,6,90,0.0
1142,6,89,0.0
1143,6,88,0.0
1144,6,87,0.0
1145,6,86,0.0
1146,6,85,0.0
1147,6,84,0.0
1148,6,83,0.0
1149,6,82,0.0
1150,6,81,0.0
1151,6,80,0.0
1152,6,79,0.0
1153,6,78,0.0
1154,6,77,0.0
1155,6,76,0.0
1156,6,75,0.0
1157,6,74,0.0
1158,6,73,0.0
1159,6,72,0.0
1160,6,71,0.0
1161,6,70,0.0
1162,6,69,0.0
1163,6,68,0.0
1164,6,67,0.0
1165,6,66,0.0
1166,6,65,0.0
1167,6,64,0.0
1168,6,63,0.0
1169,6,62,0.0
1170,6,61,0.0
1171,6,60,0.0
1172,6,59,0.0
1173,6,58,0.0
1174,6,57,0.0
1175,6,56,0.0
1176,6,55,0.0
1177,6,54,0.0
1178,6,53,0.0
1179,6,52,0.0
1180,6,51,0.0
1181,6,50,0.0
1182,6,49,0.0
1183,6,48,0.0
1184,6,47,0.0
1185,6,46,0.0
1186,6,45,0.3909891581427888
1187,6,44,0.3909891581427888
1188,6,43,0.8739757652603513
1189,6,42,0.8739757652603513
1190,6,41,1.1269687499409793
1191,6,40,1.1269687499409793
1192,6,39,1.3569623723779138
1193,6,38,1.3569623723779138
1194,6,37,1.3569623723779138
1195,6,36,1.3569623723779138
1196,6,35,1.1269687499409793
1197,6,34,1.1269687499409793
1198,6,33,0.8739757652603513
1199,6,32,0.8739757652603513
1200,6,31,0.8739757652603513
1201,6,30,0.3909891581427888
1202,6,29,0.0
1203,6,28,0.0
1204,6,27,0.0
1205,6,26,0.0
1206,6,25,0.0
1207,6,24,0.0
1208,6,23,0.0
1209,6,22,0.0
1210,6,21,0.0
1211,6,20,0.0
1212,6,19,0.0
1213,6,18,0.0
1214,6,17,0.0
1215,6,16,0.0
1216,6,15,0.0
1217,6,14,0.0
1218,6,13,0.0
1219,6,12,0.0
1220,6,11,0.0
1221,6,10,0.0
1222,6,9,0.0
1223,6,8,0.0
1224,6,7,0.0
1225,6,6,0.0
1226,6,5,0.0
1227,6,4,0.0
1228,6,3,0.0
1229,6,2,0.0
1230,6,1,0.0
1231,7,205,0.0
1232,7,204,0.0
1233,7,203,0.0
1234,7,202,0.0
1235,7,201,0.0
1236,7,200,0.0
1237,7,199,0.0
1238,7,198,0.0
1239,7,197,0.0
1240,7,196,0.0
1241,7,195,0.0
1242,7,194,0.0
1243,7,193,0.0
1244,7,192,0.0
1245,7,191,0.0
1246,7,190,0.0
1247,7,189,0.0
1248,7,188,0.0
1249,7,187,0.0
1250,7,186,0.0
1251,7,185,0.0
1252,7,184,0.0
1253,7,183,0.0
1254,7,182,0.0
1255,7,181,0.0
1256,7,180,0.0
1257,7,179,0.0
1258,7,178,0.0
1259,7,177,0.0
1260,7,176,0.0
1261,7,175,0.0
1262,7,174,0.0
1263,7,173,0.0
1264,7,172,0.0
1265,7,171,0.0
1266,7,170,0.0
1267,7,169,0.0
1268,7,168,0.0
1269,7,167,0.0
1270,7,166,0.0
1271,7,165,0.0
1272,7,164,0.0
1273,7,163,0.0
1274,7,162,0.0
1275,7,161,0.0
1276,7,160,0.0
1277,7,159,0.0
1278,7,158,0.0
1279,7,157,0.0
1280,7,156,0.0
1281,7,155,0.0
1282,7,154,0.0
1283,7,153,0.0
1284,7,152,0.0
1285,7,151,0.0
1286,7,150,0.0
1287,7,149,0.0
1288,7,148,0.0
1289,7,147,0.0
1290,7,146,0.0
1291,7,145,0.0
1292,7,144,0.0
1293,7,143,0.0
1294,7,142,0.0
1295,7,141,0.0
1296,7,140,0.0
1297,7,139,0.0
1298,7,138,0.0
1299,7,137,0.0
1300,7,136,0.0
1301,7,135,0.0
1302,7,134,0.0
1303,7,133,0.0
1304,7,132,0.0
1305,7,131,0.0
1306,7,130,0.0
1307,7,129,0.0
1308,7,128,0.0
1309,7,127,0.0
1310,7,126,0.0
1311,7,125,0.0
1312,7,124,0.0
1313,7,123,0.0
1314,7,122,0.0
1315,7,121,0.0
1316,7,120,0.0
1317,7,119,0.0
1318,7,118,0.0
1319,7,117,0.0
1320,7,116,0.0
1321,7,115,0.0
1322,7,114,0.0
1323,7,113,0.0
1324,7,112,0.0
1325,7,111,0.0
1326,7,110,0.0
1327,7,109,0.0
1328,7,108,0.0
1329,7,107,0.0
1330,7,106,0.0
1331,7,105,0.0
1332,7,104,0.0
1333,7,103,0.0
1334,7,102,0.0
1335,7,101,0.0
1336,7,100,0.0
1337,7,99,0.0
1338,7,98,0.0
1339,7,97,0.0
1340,7,96,0.0
1341,7,95,0.0
1342,7,94,0.0
1343,7,93,0.0
1344,7,92,0.0
1345,7,91,0.0
1346,7,90,0.0
1347,7,89,0.0
1348,7,88,0.0
1349,7,87,0.0
1350,7,86,0.0
1351,7,85,0.0
